"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
41,442,6:32.6h,Sarah TAIT,26 MAR 2001,GBR,1f1,"Sportcity Regional Arena, Manchester (GBR)",06 JUN 2021,1057
42,443,6:32.61,Oona KETTUNEN,10 FEB 1994,FIN,1,Växjö (SWE),19 AUG 2012,1057
43,443,6:32.61,Agnes Thurid GERS,04 AUG 1997,GER,3,Pliezhausen (GER),12 MAY 2019,1057
44,445,6:32.69,Netsanet ACHAMO,14 DEC 1987,ETH,1,Benidorm (ESP),14 APR 2007,1057
45,446,6:32.72,Hatti DEAN,02 FEB 1982,GBR,1,Sheffield (GBR),08 MAY 2010,1057
46,447,6:32.79,Natalya CHEREPANOVA,09 MAR 1967,RUS,4,Moskva (RUS),17 JUN 1995,1057
47,447,6:32.79,Karolína JAROŠOVÁ,20 MAR 2006,CZE,1,"Mestni stadion, Ptuj (SLO)",11 JUN 2023,1057
48,449,6:32.80,Agrie WOLE,20 JAN 1999,ETH,1,Assela (ETH),13 MAY 2015,1057
49,449,6:32.80,Brielle ERBACHER,28 FEB 1999,AUS,1,Brisbane (AUS),01 DEC 2018,1057
50,451,6:32.81,Svetlana POSPELOVA,11 MAR 1969,RUS,3,Moskva (RUS),12 JUN 1993,1057
51,452,6:32.85,Urszula NĘCKA,28 JUN 1984,POL,1,Zielona Góra (POL),09 AUG 2003,1056
52,453,6:32.86,Dana Elena LOGHIN,23 OCT 1994,ROU,1,Bursa (TUR),13 AUG 2011,1056
53,454,6:32.90,Sarah TAIT,26 MAR 2001,GBR,2,"Chelmsford Sport And Athletics Centre Melbourne Park, Chelmsford (GBR)",02 MAY 2022,1056
54,455,6:32.93,Anna WOJNA,28 SEP 1986,POL,1,Kraków (POL),20 JUN 2009,1056
55,456,6:32.96,Natalya CHEREPANOVA,09 MAR 1967,RUS,6,Moskva (RUS),11 JUN 1992,1056
56,456,6:32.96,Laura MAASIK,05 OCT 1993,EST,1,"Rannastaadion, Pärnu (EST)",05 JUN 2021,1056
57,458,6:33.0h,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,3,Nairobi (KEN),12 JUL 2003,1056
58,458,6:33.00,Rolanda BELL,27 OCT 1987,PAN,1,"National Training Center, Clermont, FL (USA)",22 JAN 2021,1056
59,460,6:33.01,Mary Kate ANSELMINI,22 APR 1993,USA,1,"Port Jefferson, NY (USA)",04 JUN 2011,1056
60,461,6:33.02,Sandra ERIKSSON,04 JUN 1989,FIN,1,Kristiinankaupunki (FIN),29 JUL 2011,1056
61,462,6:33.05,Irina MOZHAROVA,19 JUL 1958,URS,4,Kiev (URS),06 JUL 1990,1056
62,463,6:33.06,Parami Wasanthi MARISTELA,28 MAY 2001,SRI,3h1,Buenos Aires (ARG),12 OCT 2018,1056
63,464,6:33.1h,Judy JEROTICH,10 MAR 2002,KEN,1,Nairobi (KEN),21 MAR 2019,1055
64,465,6:33.12,Hanne LYNGSTAD,05 DEC 1975,NOR,1,Nadderud (NOR),15 JUN 2003,1055
65,466,6:33.14,Mary Kate ANSELMINI,22 APR 1993,USA,1,"Caledonia, NY (USA)",10 JUN 2011,1055
66,467,6:33.15,Olga DEREVYEVA,05 APR 1985,RUS,1,Kazan (RUS),03 JUL 2003,1055
67,468,6:33.19,Astrid LEUTERT,12 SEP 1987,SUI,1,Pliezhausen (GER),18 MAY 2014,1055
68,469,6:33.22,Beletu HAILU,08 MAY 1999,ETH,2,Assela (ETH),13 MAY 2015,1055
69,470,6:33.24,Lilia MARTINS,31 MAR 1997,POR,1,Lisboa (POR),15 AUG 2020,1055
70,471,6:33.26,Yuliya IGNATOVA,30 JUL 1983,UKR,1,Belaya Tserkva (UKR),17 MAY 2002,1055
71,472,6:33.28,Lydia WILLEMSE,25 APR 1986,CAN,1,"Tallahassee, FL (USA)",11 APR 2009,1055
72,473,6:33.30,Kristine Eikrem ENGESET,15 NOV 1988,NOR,1,Byrkjelo (NOR),26 AUG 2006,1055
73,474,6:33.35,Betelihem MULAT,21 MAR 2001,ETH,2,Assela (ETH),15 JUN 2017,1054
74,474,6:33.35,Anna Mark HELWIGH,12 MAR 2000,DEN,1,"Østerbro, Copenhagen (DEN)",17 JUN 2017,1054
75,476,6:33.39,Agrie WOLE,20 JAN 1999,ETH,2h1,"Pascual Guerrero Stadium, Cali (COL)",15 JUL 2015,1054
76,477,6:33.4h,Dorothy Jepkoech KIMUTAI,15 DEC 2003,KEN,2,Nairobi (KEN),21 MAR 2019,1054
77,478,6:33.41,Elizabeth JACKSON,27 OCT 1977,USA,1,"Austin, TX (USA)",02 APR 1999,1054
78,479,6:33.44,Catherine BEAUCHEMIN,31 AUG 1998,CAN,1,Québec (CAN),31 JUL 2017,1054
79,479,6:33.44,Catherine BEAUCHEMIN,31 AUG 1998,CAN,1,Québec (CAN),05 AUG 2017,1054
80,481,6:33.47,Marnie PONTON,16 MAR 1984,AUS,1,Canberra (AUS),18 NOV 2006,1054
81,482,6:33.49,Sofia ASSEFA,14 NOV 1987,ETH,2,Benidorm (ESP),14 APR 2007,1054
82,483,6:33.50,Ayaka KOIKE,09 APR 1993,JPN,2,Kitami (JPN),17 JUL 2019,1054
83,484,6:33.54,Jessica GILFILLAN,10 FEB 1992,AUS,1,Gold Coast (AUS),08 JUN 2007,1054
84,485,6:33.59,Tatyana BABIK,17 APR 1975,UKR,1,Kyiv (UKR),23 JUL 1994,1054
85,486,6:33.60,Katarzyna JANKOWSKA,14 JAN 1994,POL,4,"Stadion Miejski, Oleśnica (POL)",26 MAY 2021,1053
86,487,6:33.61,Taylor EWERT,21 NOV 2001,USA,1f2,"Greensboro, NC (USA)",15 JUN 2019,1053
87,488,6:33.70,Yukari ISHIZAWA,16 APR 1988,JPN,3,Kitami (JPN),17 JUL 2019,1053
88,488,6:33.70,Olivia GÜRTH,31 MAY 2002,GER,1,"Frankenstadion, Heilbronn (GER)",04 SEP 2020,1053
89,490,6:33.71,Susi LUTZ,26 MAR 1987,GER,2,Braunschweig (GER),29 JUL 2005,1053
90,491,6:33.72,Adia BUDDE,29 JUL 2005,GER,1,"Donaustadion, Ulm (GER)",16 JUL 2022,1053
91,492,6:33.75,Asimarech NAGA,08 JUN 1999,ETH,3,Assela (ETH),13 MAY 2015,1053
92,493,6:33.8h,Stella RUTTO,12 DEC 1996,KEN,3h1,Nairobi (KEN),11 JUN 2013,1053
93,494,6:33.81,Louise MORCH,02 MAY 1982,DEN,2,Göteborg (SWE),14 JUN 2005,1053
94,495,6:33.85,Urszula NĘCKA,28 JUN 1984,POL,1,Zamość (POL),29 JUN 2003,1053
95,495,6:33.85,Brianna NERUD,16 SEP 1994,USA,1,"Cicero, NY (USA)",09 JUN 2012,1053
96,497,6:33.9h,Edinah JEROTICH,31 MAY 1998,KEN,1,Mombasa (KEN),09 JUN 2017,1052
97,498,6:33.91,Kristin SWISHER,16 JUN 1983,USA,4,"Nashville, TN (USA)",05 MAY 2007,1052
98,499,6:33.97,Irene LIMIKA,28 AUG 1979,KEN,1,Nairobi (KEN),07 JUN 2003,1052
99,499,6:33.97,Rosa FLANAGAN,28 FEB 1996,NZL,1,Timaru (NZL),23 NOV 2013,1052
0,501,6:34.01,Tetyana HLADYR,17 APR 1975,UKR,1,Kyiv (UKR),02 AUG 1998,1052
1,502,6:34.02,Ancuţa BOBOCEL,03 OCT 1987,ROU,1h1,Tampere (FIN),25 JUL 2003,1052
2,503,6:34.06,Chiara SCHERRER,24 JAN 1996,SUI,6f1,Pliezhausen (GER),13 MAY 2018,1052
3,504,6:34.10,Fadwa SIDI MADANE,20 NOV 1994,MAR,3h1,Lille (FRA),08 JUL 2011,1052
4,505,6:34.12,Charlotte TAYLOR-GREEN,02 APR 1985,GBR,1,Southhampton (GBR),06 MAY 2017,1051
5,506,6:34.14,Julia KORALEWSKA,17 FEB 2002,POL,1,"Stadion Iskra, Bialogard (POL)",19 JUN 2022,1051
6,507,6:34.20,Kerry O’FLAHERTY,15 JUL 1981,IRL,1,Eton (GBR),05 JUL 2014,1051
7,508,6:34.22,Melissa ROLLISON,13 APR 1983,AUS,1,Melbourne (AUS),19 MAR 1999,1051
8,509,6:34.23,Buzuayehu MOHAMED,04 JAN 1996,ETH,11,"Olympiastadion, Berlin (GER)",06 SEP 2015,1051
9,510,6:34.27,Rosa FLANAGAN,28 FEB 1996,NZL,1,Hamilton (NZL),08 DEC 2013,1051
10,511,6:34.37,Eline DALEMANS,25 FEB 1991,BEL,1,Izegem (BEL),07 SEP 2008,1050
11,512,6:34.38,Nancy CHEPTEGEI,12 DEC 1994,UGA,8,Lille (FRA),10 JUL 2011,1050
12,513,6:34.40,Simone FERRAZ,12 MAR 1990,BRA,5,"Golęcin Stadion, Poznan (POL)",27 MAY 2022,1050
13,514,6:34.45,Olivia GÜRTH,31 MAY 2002,GER,1,"Leichtathletikstadion, Rostock (GER)",01 AUG 2021,1050
14,515,6:34.47,Panistine CHEPKORIR,21 APR 1978,KEN,1,Nairobi (KEN),22 JUL 2000,1050
15,516,6:34.52,Anzhelika AVERKOVA,13 MAR 1969,UKR,2,Kyiv (UKR),18 JUN 2000,1050
16,516,6:34.52,Anna Mark HELWIGH,12 MAR 2000,DEN,1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,1050
17,518,6:34.53,Carla BOROVICKA,15 DEC 1961,USA,1,"New York, NY (USA)",29 JUL 1990,1050
18,519,6:34.57,Andrea ETTER,21 JAN 1975,SUI,1,Pliezhausen (GER),12 MAY 2002,1050
19,520,6:34.6h,Lyudmyla PUSKINA,02 OCT 1965,URS,1,Odessa (URS),26 JUL 1991,1050
20,520,6:34.60,Michelle FINN,16 DEC 1989,IRL,1,"Nashville, TN (USA)",23 MAR 2013,1050
21,522,6:34.61,Lyubov KHARLAMOVA,02 MAR 1981,RUS,1,Moskva (RUS),17 MAY 2006,1050
22,523,6:34.66,Maya REHBERG,28 APR 1994,GER,1,Kiel (GER),10 MAY 2015,1049
23,523,6:34.66,Fatima AAFIR,27 JAN 2004,MAR,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",11 JUL 2021,1049
24,525,6:34.68,Agrie WOLE,20 JAN 1999,ETH,3,"Pascual Guerrero Stadium, Cali (COL)",17 JUL 2015,1049
25,526,6:34.69,Mary Kate ANSELMINI,22 APR 1993,USA,1,"Greensboro, NC (USA)",17 JUN 2011,1049
26,527,6:34.7h,Hanne LYNGSTAD,05 DEC 1975,NOR,1,Nadderud (NOR),10 SEP 2002,1049
27,527,6:34.7h,Sabine Letícia HEITLING,02 JUL 1987,BRA,1,Guayaquil (ECU),26 SEP 2004,1049
28,529,6:34.71,Oona KETTUNEN,10 FEB 1994,FIN,9,Lille (FRA),10 JUL 2011,1049
29,530,6:34.72,Nolene CONRAD,26 JUL 1985,RSA,3,Rehlingen (GER),16 MAY 2016,1049
30,531,6:34.78,Fabienne SCHLUMPF,17 NOV 1990,SUI,1,Pliezhausen (GER),22 MAY 2011,1049
31,532,6:34.79,Catalina GHEORGHIU,21 JUN 1969,ROU,1,Bucureşti (ROU),14 JUN 1991,1049
32,532,6:34.79,María Teresa URBINA,20 MAR 1985,ESP,1,Madrid (ESP),07 MAY 2016,1049
33,534,6:34.80,Madeleine MEYERS,30 JUL 1994,USA,2h2,Lille (FRA),08 JUL 2011,1049
34,534,6:34.80,Aníta HINRIKSDÓTTIR,13 JAN 1996,ISL,2,Växjö (SWE),19 AUG 2012,1049
35,536,6:34.85,Julia SAMUELSSON,22 MAR 1999,SWE,2,"Campus Valla, Linköping (SWE)",20 AUG 2021,1049
36,537,6:34.89,Cătălina OPREA,11 APR 1986,ROU,1,Grosseto (ITA),22 JUL 2001,1048
37,537,6:34.89,Veronika SADEK,21 JAN 2003,SLO,1,"Športni center Vinko Cajnko, Slovenj Gradec (SLO)",21 MAY 2022,1048
38,539,6:34.90,Regan YEE,04 JUL 1995,CAN,1,Wood Buffalo (CAN),10 AUG 2015,1048
39,540,6:34.98,Patrycja KAPAŁA,26 MAR 1997,POL,1,"Stadion Miejski, Oleśnica (POL)",22 AUG 2020,1048
40,541,6:35.02,Regina PIECHOWSKA,27 JAN 2003,POL,1,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1048
41,542,6:35.07,Emily MOYES,14 JUN 1998,GBR,1,Bedford (GBR),01 MAY 2017,1048
42,543,6:35.11,Yekaterina BESPALOVA,26 OCT 1984,RUS,3,Tampere (FIN),27 JUL 2003,1048
43,544,6:35.13,Christin JOHANSSON,26 JAN 1978,SWE,3,Göteborg (SWE),14 JUN 2005,1048
44,545,6:35.15,Marina PLUZHNIKOVA,25 FEB 1963,RUS,1,Sochi (RUS),09 SEP 1994,1047
45,546,6:35.19,Xenia KAZIMIROVA,17 SEP 1984,GRE,1,Corinth (GRE),05 JUL 2003,1047
46,547,6:35.20,Parami Wasanthi MARISTELA,28 MAY 2001,SRI,1,Bangkok (THA),04 JUL 2018,1047
47,548,6:35.22,Tejinesh GEBISA,03 MAR 1995,ETH,3h2,Lille (FRA),08 JUL 2011,1047
48,549,6:35.28,Tsehainesh TSALE,29 JAN 1993,ETH,1,Khartoum (SUD),11 MAY 2010,1047
49,550,6:35.29,Tara KRZYWICKI,09 MAR 1974,GBR,1,Loughborough (GBR),18 MAY 2002,1047
50,551,6:35.30,Ida NILSSON,08 FEB 1981,SWE,2,Västerås (SWE),03 JUL 2001,1047
51,552,6:35.34,Montanna MCAVOY,21 JUL 2000,AUS,1,Brisbane (AUS),11 FEB 2017,1047
52,553,6:35.35,Tova EURÉN MAGNUSSON,11 FEB 1994,SWE,2,Göteborg (SWE),22 JUL 2014,1047
53,554,6:35.40,Belén CASETTA,26 SEP 1994,ARG,4h1,Lille (FRA),08 JUL 2011,1046
54,555,6:35.41,Lena LEBRUN,06 JUL 2001,FRA,1,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,1046
55,556,6:35.44,Brielle ERBACHER,28 FEB 1999,AUS,1,Brisbane (AUS),17 NOV 2018,1046
56,556,6:35.44,Mika OKIMURA,22 AUG 1997,JPN,3,"Universiade Commemorative Stadium, Kobe (JPN)",23 APR 2023,1046
57,558,6:35.45,Yelena VOLOBUYEVA,1970,RUS,3,Moskva (RUS),19 JUN 1993,1046
58,559,6:35.47,Belén CASETTA,26 SEP 1994,ARG,10,Lille (FRA),10 JUL 2011,1046
59,560,6:35.50,Claire ENTWISTLE,09 DEC 1976,GBR,1,Bedford (GBR),30 MAY 2005,1046
60,561,6:35.51,Rebecca BENNION,16 SEP 1980,USA,1,"Ogden, UT (USA)",09 MAY 2001,1046
61,562,6:35.52,Racheal BAMFORD,04 AUG 1989,GBR,1,Stevenage (GBR),08 JUN 2014,1046
62,563,6:35.55,Frida KRISTIANSSON,22 MAY 1992,SWE,1,Göteborg (SWE),16 AUG 2016,1046
63,564,6:35.57,Montanna MCAVOY,21 JUL 2000,AUS,1,Sydney (AUS),28 MAR 2017,1046
64,565,6:35.59,Paige CAMPBELL,27 JUN 1996,AUS,1,Gold Coast (AUS),09 JUL 2017,1046
65,566,6:35.6h,Weynshet ANSA,09 APR 1996,ETH,1f,Addis Abeba (ETH),26 MAY 2013,1046
66,566,6:35.60,Charlotte TAYLOR-GREEN,02 APR 1985,GBR,1,Wigan (GBR),09 AUG 2015,1046
67,568,6:35.63,Mel LAWRENCE,29 AUG 1989,USA,1,"Greensboro, NC (USA)",17 JUN 2006,1046
68,569,6:35.64,Sara HALL,15 APR 1983,USA,1,"Davis, CA (USA)",12 MAR 2011,1046
69,570,6:35.65,Aneta KONIECZEK,08 JUN 1997,POL,1,Suwalki (POL),02 JUL 2016,1045
70,570,6:35.65,Kerry O’FLAHERTY,15 JUL 1981,IRL,2,"Morton Stadium, Dublin (IRL)",13 JUN 2021,1045
71,572,6:35.66,Svetlana PRÉTOT,03 JUL 1971,RUS,1,Dzerzhinsk (RUS),29 AUG 1993,1045
72,573,6:35.67,Derya KUNUR,01 SEP 1999,TUR,1,Samsun (TUR),01 AUG 2018,1045
73,574,6:35.68,Laura DALLA MONTÀ,06 OCT 1993,ITA,9,"Golęcin Stadion, Poznan (POL)",18 JUN 2023,1045
74,575,6:35.7h,Lilian CHEMWENO,22 OCT 1995,KEN,2,Nairobi (KEN),08 JUN 2011,1045
75,576,6:35.71,Stephanie DE CROOCK,04 MAR 1979,BEL,1,Nivelles (BEL),15 AUG 2004,1045
76,577,6:35.72,Biljana JOVIĆ,02 MAR 1985,SCG,,Kragujevac (SRB),08 JUL 2005,1045
77,578,6:35.73,Lyudmila KOSYANOVA,1969,RUS,5,Moskva (RUS),17 JUN 1995,1045
78,579,6:35.74,Liudmila DUBOY,19 MAY 1977,CUB,1,La Habana (CUB),04 MAR 1998,1045
79,579,6:35.74,Mariola ŚLUSARCZYK,04 JAN 1990,POL,1,Pulawy (POL),16 JUL 2016,1045
80,581,6:35.79,Ethlemahu SINTAYEHU,23 FEB 2001,ETH,3,"Kasarani, Nairobi (KEN)",14 JUL 2017,1045
81,582,6:35.80,Claire PALOU,26 DEC 2001,FRA,1,Decines (FRA),09 JUN 2018,1045
82,583,6:35.84,Winfred Mutile YAVI,31 DEC 1999,KEN,3,Nairobi (KEN),17 JUN 2015,1045
83,583,6:35.84,Manami NISHIYAMA,09 DEC 1999,JPN,2,Abashiri (JPN),04 JUL 2018,1045
84,585,6:35.92,Weronika LIZAKOWSKA,02 NOV 1998,POL,1,"Stadion 650-lecia, Słupsk (POL)",19 SEP 2021,1044
85,586,6:35.94,Laura DALLA MONTÀ,06 OCT 1993,ITA,1,"Arena Civica, Milano (ITA)",24 APR 2021,1044
86,587,6:35.95,Josina PAPENFUß,24 SEP 2000,GER,1,Rostock (GER),28 JUL 2018,1044
87,588,6:35.98,Yumi YOSHIKAWA,31 OCT 1990,JPN,3,Abashiri (JPN),04 JUL 2018,1044
88,589,6:36.0h,Winsam JERONO,2002,KEN,1,Nakuru (KEN),02 JUN 2017,1044
89,590,6:36.02,Jayne Clare SPARK,16 SEP 1970,GBR,1,Stretford (GBR),08 AUG 2000,1044
90,591,6:36.03,Charlotte TAYLOR-GREEN,02 APR 1985,GBR,1,Manchester (GBR),17 AUG 2016,1044
91,592,6:36.05,Eva TOMÁNKOVÁ,11 SEP 1984,CZE,4,Tampere (FIN),27 JUL 2003,1044
92,592,6:36.05,Danelle WOODS,19 MAR 1989,CAN,1,Abbotsford (CAN),29 JUL 2007,1044
93,594,6:36.06,Gwendoline DESPRES,27 NOV 1983,FRA,2,Grosseto (ITA),22 JUL 2001,1044
94,595,6:36.11,Ancuţa BOBOCEL,03 OCT 1987,ROU,1,Bucureşti (ROU),01 JUN 2003,1044
95,596,6:36.13,Briar BRUMLEY,20 NOV 1996,USA,2,"National Training Center, Clermont, FL (USA)",22 JAN 2021,1044
96,597,6:36.17,Xenia KAZIMIROVA,17 SEP 1984,GRE,5,Tampere (FIN),27 JUL 2003,1043
97,598,6:36.23,Majken SÖDERLUND LARSSON,26 JUN 2007,SWE,1,"Slottsskogsvallen, Göteborg (SWE)",30 JUN 2023,1043
98,599,6:36.24,Sydney MASCIARELLI,18 JUN 2003,USA,1f2,"Hayward Field, Eugene, OR (USA)",03 JUL 2021,1043
99,600,6:36.25,Diana SUJEW,02 NOV 1990,GER,7,Ostrava (CZE),14 JUL 2007,1043
0,601,6:36.27,Andrea NYGÅRD VIE,04 JUL 2006,NOR,2,"Slottsskogsvallen, Göteborg (SWE)",30 JUN 2023,1043
1,602,6:36.30,Şevval ÖZDOĞAN,03 NOV 2002,TUR,1,Trabzon (TUR),07 AUG 2021,1043
2,603,6:36.31,Lyudmila KUROPATKINA,1966,RUS,3,Sochi (RUS),30 MAY 1992,1043
3,604,6:36.33,Yekaterina BESPALOVA,26 OCT 1984,RUS,2h1,Tampere (FIN),25 JUL 2003,1043
4,605,6:36.34,Frida KRISTIANSSON,22 MAY 1992,SWE,1,Göteborg (SWE),28 JUL 2015,1043
5,606,6:36.37,Lindsey FERGUSON,12 AUG 1988,USA,1,"New Britain, CT (USA)",13 MAY 2006,1043
6,607,6:36.41,Andrea ETTER,21 JAN 1975,SUI,1,Pliezhausen (GER),16 MAY 2004,1043
7,607,6:36.41,Nancy CHEPTEGEI,12 DEC 1994,UGA,2,Douglas (GBR),09 SEP 2011,1043
8,607,6:36.41,Adva COHEN,24 MAR 1996,ISR,1,"Albuquerque, NM (USA)",06 APR 2019,1043
9,610,6:36.44,Lena LEBRUN,06 JUL 2001,FRA,4h1,Buenos Aires (ARG),12 OCT 2018,1042
10,611,6:36.45,Emily STEWART,24 DEC 1991,GBR,1,Bedford (GBR),06 MAY 2013,1042
11,612,6:36.48,Olimpia POP,25 FEB 1976,ROU,2,Bucureşti (ROU),19 JUL 1995,1042
12,613,6:36.49,Tara KRZYWICKI,09 MAR 1974,GBR,1,Loughborough (GBR),21 MAY 2000,1042
13,614,6:36.50,Barbara PARKER,08 NOV 1982,GBR,2,Birmingham (GBR),26 JUL 2003,1042
14,614,6:36.50,Elena CAREY,14 APR 2000,GBR,3,"Chelmsford Sport And Athletics Centre Melbourne Park, Chelmsford (GBR)",02 MAY 2022,1042
15,616,6:36.53,Şevval ÖZDOĞAN,03 NOV 2002,TUR,1,Kütahya (TUR),09 SEP 2021,1042
16,617,6:36.60,Pippa WOOLVEN,26 JUL 1993,GBR,1,London (GBR),05 MAY 2012,1042
17,618,6:36.62,Regan YEE,04 JUL 1995,CAN,1,Surrey (CAN),30 MAY 2015,1042
18,618,6:36.62,Loice CHEKWEMOI,12 DEC 2006,UGA,1,"Stade Helitas, Caen (FRA)",19 MAY 2022,1042
19,620,6:36.63,Lena LEBRUN,06 JUL 2001,FRA,2,Decines (FRA),09 JUN 2018,1042
20,621,6:36.67,Antje HOFFMANN,12 OCT 1982,GER,3,Grosseto (ITA),22 JUL 2001,1041
21,622,6:36.68,Clara Macarena BAIOCCHI,08 DEC 1999,ARG,3,Concepción del Uruguay (ARG),28 MAR 2021,1041
22,623,6:36.71,Jolanda KALLABIS,18 FEB 2005,GER,1f2,"Leichtathletikstadion, Rostock (GER)",01 AUG 2021,1041
23,624,6:36.73,Esther Tuwei CHEBOR,21 APR 1981,KEN,2,Nairobi (KEN),22 JUL 2000,1041
24,625,6:36.75,Ingeborg LØVNES,05 SEP 1992,NOR,1,Molde (NOR),04 SEP 2010,1041
25,626,6:36.79,Lyudmila KUROPATKINA,1966,RUS,4,Moskva (RUS),12 JUN 1993,1041
26,627,6:36.80,Yui YABUTA,04 MAR 1996,JPN,12,"Olympiastadion, Berlin (GER)",01 SEP 2019,1041
27,628,6:36.81,Miho SHIMADA,26 AUG 1997,JPN,1,Osaka (JPN),31 AUG 2014,1041
28,629,6:36.84,Anni TUIMALA,27 APR 1982,FIN,2,Lillehammer (NOR),19 AUG 2001,1041
29,630,6:36.85,Yekaterina DOMNINA,21 FEB 2002,ANA,1,"Olympic Stadium, Cheboksary (RUS)",31 JUL 2021,1041
30,631,6:36.87,Anzhelika AVERKOVA,13 MAR 1969,UKR,2,Kyiv (UKR),02 AUG 1998,1041
31,631,6:36.87,Maya REHBERG,28 APR 1994,GER,1,Cles (ITA),24 AUG 2017,1041
32,633,6:36.88,Anna WOJNA,28 SEP 1986,POL,1,Gdansk (POL),26 JUN 2010,1041
33,634,6:36.89,Claire ENTWISTLE,09 DEC 1976,GBR,,Derby (GBR),14 AUG 2005,1041
34,635,6:36.9h,Rimma DUBOVIK,12 JAN 1964,URS,2,Odessa (URS),26 JUL 1991,1041
35,635,6:36.90,Melanie VERON,15 FEB 1984,FRA,2,Zielona Góra (POL),09 AUG 2003,1041
36,635,6:36.90,Shelby GREANY,01 APR 1991,USA,1,"Cicero, NY (USA)",13 JUN 2009,1041
37,638,6:36.91,Nadezhda ZOLOTARYOVA,16 FEB 1976,RUS,6,Moskva (RUS),02 AUG 1998,1041
38,638,6:36.91,Charlotte ARTER,18 JUN 1991,GBR,2,Wigan (GBR),09 AUG 2015,1041
39,638,6:36.91,Maria BERNARD-GALEA,06 APR 1993,CAN,1,Calgary (CAN),26 MAY 2019,1041
40,641,6:36.93,Julia HILLER,24 JUL 1987,GER,2,Pliezhausen (GER),16 MAY 2010,1040
41,641,6:36.93,Anna WOJNA,28 SEP 1986,POL,1,Kraków (POL),29 MAY 2011,1040
42,641,6:36.93,Jamie HISCOCK,15 APR 2001,AUS,1,Port Vila (VAN),10 MAY 2018,1040
43,644,6:36.94,Leyu ADDIS,,ETH,4,Assela (ETH),13 MAY 2015,1040
44,644,6:36.94,Ronja BÖHRER,05 MAR 1995,GER,3,Pliezhausen (GER),14 MAY 2017,1040
45,646,6:36.95,Stephanie DE CROOCK,04 MAR 1979,BEL,1,Zele (BEL),26 MAY 2007,1040
46,646,6:36.95,Manon PAREAU,15 JUN 1995,FRA,6,"Stade des Maradas, Cergy-Pontoise (FRA)",15 AUG 2020,1040
47,648,6:37.0h,Virginia NYAMBURA,20 JUL 1993,KEN,2,Nairobi (KEN),16 JUN 2010,1040
48,649,6:37.02,Yelena STARIKOVA,1971,RUS,4,Moskva (RUS),19 JUN 1993,1040
49,650,6:37.07,Jackline CHERONO,25 JUN 1998,KEN,2,"National Stadium, Gaborone (BOT)",29 MAY 2014,1040
50,651,6:37.18,Montanna MCAVOY,21 JUL 2000,AUS,1,Brisbane (AUS),14 OCT 2017,1040
51,652,6:37.22,Nancy WAMBUI,15 AUG 1983,KEN,1,Twickenham (GBR),06 JUN 2007,1039
52,653,6:37.24,Derya KUNUR,01 SEP 1999,TUR,2,"Atıcılar Atletizm Sahası, Bursa (TUR)",15 JUN 2021,1039
53,654,6:37.27,Amy-Eloise NEALE,05 AUG 1995,GBR,11,Lille (FRA),10 JUL 2011,1039
54,655,6:37.29,Montanna MCAVOY,21 JUL 2000,AUS,1,Townsville (AUS),24 SEP 2017,1039
55,656,6:37.30,Emilia LILLEMO,05 JAN 2000,SWE,1,Göteborg (SWE),09 AUG 2019,1039
56,657,6:37.31,Eleanor FULTON,17 MAY 1993,USA,6,Bressanone (ITA),10 JUL 2009,1039
57,657,6:37.31,Yekaterina DOMNINA,21 FEB 2002,RUS,3,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",23 JUN 2022,1039
58,659,6:37.33,Yekaterina SKVORTSOVA,23 NOV 1961,URS,6,Gorkiy (URS),23 JUL 1989,1039
59,660,6:37.34,Olga DEREVYEVA,05 APR 1985,RUS,3h1,Tampere (FIN),25 JUL 2003,1039
60,660,6:37.34,Şevval ÖZDOĞAN,03 NOV 2002,TUR,1,Mersin (TUR),26 AUG 2021,1039
61,662,6:37.35,Brielle ERBACHER,28 FEB 1999,AUS,1,Brisbane (AUS),20 JAN 2018,1039
62,662,6:37.35,Lucy JONES,18 SEP 1998,GBR,4,"Chelmsford Sport And Athletics Centre Melbourne Park, Chelmsford (GBR)",02 MAY 2022,1039
63,664,6:37.37,Stephanie DE CROOCK,04 MAR 1979,BEL,2,Woluwé (BEL),14 JUN 2003,1039
64,665,6:37.41,Jana Stefanie HIRSCHHÄUSER,27 DEC 1990,GER,1,Rhede (GER),08 AUG 2009,1039
65,665,6:37.41,Geneviève LALONDE,05 SEP 1991,CAN,1,Moncton (CAN),02 JUL 2010,1039
66,665,6:37.41,Brianna NERUD,16 SEP 1994,USA,1,"White Plains, NY (USA)",12 MAY 2012,1039
67,668,6:37.42,Jenna MELANSON,,USA,2,"Rashpal Dhillon Oval, Vancouver (CAN)",15 MAY 2021,1039
68,668,6:37.42,Kerstin SCHULZE KALTHOFF,29 OCT 1998,GER,3f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1039
69,670,6:37.43,Svetlana ROGOVA,04 AUG 1967,RUS,1,Sochi (RUS),14 SEP 1995,1039
