"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
53,453,2:38.56,Esther GUERRERO,07 FEB 1990,ESP,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1122
54,453,2:38.56,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1f5,"Pramtalstadion, Andorf (AUT)",06 AUG 2022,1122
55,456,2:38.57,Mary CAIN,03 MAY 1996,USA,4,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1122
56,457,2:38.6h,Jo WHITE,07 DEC 1960,GBR,1,London (GBR),09 SEP 1977,1122
57,458,2:38.61,Noélie YARIGO,26 DEC 1985,BEN,7,"Olympiastadion, Berlin (GER)",02 SEP 2018,1122
58,459,2:38.63,Sarah MCDONALD,02 AUG 1993,GBR,4,Göteborg (SWE),15 JUL 2016,1121
59,460,2:38.65,Margarita MARUSOVA,25 NOV 1967,RUS,7,Villeneuve d'Ascq (FRA),29 JUN 1997,1121
60,460,2:38.65,Anna WIELGOSZ,09 NOV 1993,POL,7,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1121
61,462,2:38.67,Lynne MACDOUGALL,18 FEB 1965,GBR,6,Birmingham (GBR),19 JUL 1986,1121
62,462,2:38.67,Olha LYAKHOVA,18 MAR 1992,UKR,3,Amsterdam (NED),22 AUG 2014,1121
63,464,2:38.68,Zelda PRETORIUS,18 JUL 1968,RSA,1,Stellenbosch (RSA),06 JAN 1988,1121
64,464,2:38.68,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Mansfield (GBR),24 JUL 1990,1121
65,464,2:38.68,Toni HODGKINSON,21 DEC 1971,NZL,3,London (GBR),11 AUG 1996,1121
66,464,2:38.68,Kate VAN BUSKIRK,09 JUN 1987,CAN,6,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1121
67,464,2:38.68,Abbey CALDWELL,03 JUL 2001,AUS,5f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1121
68,469,2:38.7h,Christina CAHILL,25 MAR 1957,GBR,2,London (GBR),09 SEP 1977,1120
69,469,2:38.7h,Sakina BOUTAMINE,02 JUN 1953,ALG,5,Nice (FRA),19 AUG 1979,1120
70,469,2:38.70,Randi LANGØIGJELTEN BJØRN,26 MAR 1957,NOR,8,London (GBR),11 SEP 1981,1120
71,469,2:38.70,Maria AKRAKA,07 JUL 1966,SWE,4,Göteborg (SWE),24 AUG 1994,1120
72,469,2:38.70,Stephanie BROWN,04 MAR 1991,USA,8,"Olympiastadion, Berlin (GER)",02 SEP 2018,1120
73,474,2:38.71,Denise KREBS,27 JUN 1987,GER,1f2,Pliezhausen (GER),22 MAY 2011,1120
74,474,2:38.71,Danuta URBANIK,24 DEC 1989,POL,7,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
75,476,2:38.72,Anna ROSTKOWSKA,26 JUL 1980,POL,1,Zgorzelec (POL),26 APR 2008,1120
76,476,2:38.72,Lucia KLOCOVÁ,20 NOV 1983,SVK,3,Dubnica nad Váhom (SVK),26 AUG 2012,1120
77,478,2:38.73,Maria AKRAKA,07 JUL 1966,SWE,9,Stockholm (SWE),10 JUL 1995,1120
78,478,2:38.73,Lucia STAFFORD,17 AUG 1998,CAN,1,"Birchmount Stadium, Toronto (CAN)",02 AUG 2020,1120
79,480,2:38.74,Julia SAKARA,12 JUL 1969,ZIM,2,Noisy-le-Grand (FRA),02 JUL 1994,1120
80,481,2:38.75,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4,Amsterdam (NED),22 AUG 2014,1120
81,482,2:38.76,Lenka MASNÁ,22 APR 1985,CZE,1f2,Pliezhausen (GER),16 MAY 2010,1120
82,482,2:38.76,Rose-Anne GALLIGAN,09 DEC 1987,IRL,8,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
83,484,2:38.77,Natalya DEDKOVA,12 FEB 1979,BLR,8,Bruxelles (BEL),30 AUG 2002,1120
84,484,2:38.77,Britt UMMELS,24 AUG 1993,NED,5,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1120
85,486,2:38.78,Angelika CICHOCKA,15 MAR 1988,POL,4,Dubnica nad Váhom (SVK),26 AUG 2012,1119
86,487,2:38.8h,Regine KLEINAU,04 OCT 1946,GDR,1,Erfurt (GER),19 JUN 1971,1119
87,487,2:38.8h,Judy POLLOCK,25 JUN 1940,AUS,4,Montréal (CAN),12 JUL 1976,1119
88,487,2:38.8h,Marina SCHILLER,23 JAN 1957,GDR,4,Potsdam (GDR),21 JUL 1977,1119
89,487,2:38.8h,Christiane WARTENBERG,27 OCT 1956,GDR,7,Dresden (GER),07 AUG 1977,1119
90,487,2:38.8h,Cindy O'KRANE,02 AUG 1963,CAN,2,Victoria (CAN),29 AUG 1998,1119
91,487,2:38.80,Angelika CICHOCKA,15 MAR 1988,POL,3,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1119
92,493,2:38.81,Lynn WILLIAMS,11 JUL 1960,CAN,7,Birmingham (GBR),19 JUL 1986,1119
93,494,2:38.82,Susan KUIJKEN,08 JUL 1986,NED,7,"FBK Stadium, Hengelo (NED)",24 MAY 2015,1119
94,495,2:38.83,Lynn GIBSON,06 JUL 1969,GBR,7,Sheffield (GBR),29 AUG 1993,1119
95,495,2:38.83,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,9,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1119
96,497,2:38.84,Roswitha GERDES,28 JUN 1961,FRG,1,"San Diego, CA (USA)",30 JUL 1984,1119
97,498,2:38.86,Nataliya TOBIAS,22 NOV 1980,UKR,3,Zagreb (CRO),09 SEP 2008,1118
98,499,2:38.87,Diane CUMMINS,19 JAN 1974,CAN,1,Victoria (CAN),22 MAY 2002,1118
99,499,2:38.87,Angela PETTY,16 AUG 1991,NZL,9,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1118
0,501,2:38.89,Ciara MAGEEAN,12 MAR 1992,IRL,2,Oslo (NOR),24 MAY 2012,1118
1,502,2:38.9h,Ellen WELLMANN,28 JUN 1948,FRG,3,Berlin (GER),21 AUG 1974,1118
2,502,2:38.90,Daniela GARCÍA,31 AUG 2001,ESP,1,Calvia (ESP),09 MAY 2023,1118
3,504,2:38.91,Yvonne VAN DER KOLK,07 JAN 1969,NED,8,Hengelo (NED),14 AUG 1988,1118
4,504,2:38.91,Yuliya KUMPAN,19 OCT 1977,UKR,1,Bielsko-Biala (POL),29 MAY 2002,1118
5,504,2:38.91,Maria CIONCAN,19 JUN 1977,ROU,1,Bucureşti (ROU),25 JUN 2005,1118
6,504,2:38.91,Anne SHADLE,01 DEC 1982,USA,4,Zagreb (CRO),11 JUL 2005,1118
7,504,2:38.91,Maria MARTINS,01 APR 1974,FRA,1,Longeville (FRA),15 JUL 2007,1118
8,509,2:38.95,Yvonne MURRAY,04 OCT 1964,GBR,5,London (GBR),22 AUG 1987,1117
9,510,2:38.96,Darcy AREOLA,04 AUG 1968,USA,5,"Eugene, OR (USA)",04 JUN 1995,1117
10,510,2:38.96,Luciana de Paula MENDES,26 JUL 1971,BRA,10,Nice (FRA),09 JUL 2001,1117
11,512,2:39.0h,Yvette BLETSCH,22 AUG 1965,GDR,1,Karl Marx Stadt (GDR),15 MAY 1985,1117
12,512,2:39.00,Małgorzata RYDZ,18 JAN 1967,POL,3,Bruxelles (BEL),23 AUG 1996,1117
13,512,2:39.00,Carmen WÜSTENHAGEN-RÜDIGER,15 AUG 1973,GER,1,Cottbus (GER),27 MAY 1998,1117
14,512,2:39.00,Anna MISHCHENKO,25 AUG 1983,UKR,4,Zagreb (CRO),09 SEP 2008,1117
15,512,2:39.00,Anna ROSTKOWSKA,26 JUL 1980,POL,4,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1117
